Middle,Region,Site,Unit,Batch,Species,Start Fish Density,End Fish Density,Hatchery,Lot Quality,Origin Year,Origin Month,From,To,Start Av. Wt.,End Av.Wt.,Model End Av. Wt. Act. Feed,Av. Wt. Deviation (%),Av. Wt. Before Sampl.,Model End Av. Wt. Sugg. Feed,Actual Feed,Feed Category,Supplier,Period Feed Qty,Model Feed Qty,Feed Deviation (%),Opening Fish No,Opening Biomass,Closing Fish No,Closing Biomass,Harvest Biomass,Transfer - (Kg),Transfer + (Kg),Biomass Produced,Biomass Produced Before Sampl.,Econ. FCR Period,Econ FCR Period Before Sampl.,Mortality No,Model Mortality No,Mortality Deviation (%),SFR Period (%),SFR Period (%) Before Sampl.,SGR Period (%),Max Feed Qty,Food Price,Current Grading,Feeding Policy,Group Tag,Vaccinated,Feeder,Feeding Rate (Kg / Hour),Fastings No,Avg. Temp.,Avg. Oxygene,Transfer - (No),Transfer + (No),Harvest (No),Sampling (No),LTD Mortality No,LTD Mortality %,LTD Econ. FCR,Period Day Degrees,Start Av. Weight Category,End Av. Weight Category
1402783200000,REGION1,SITE1,121_35,114_TS_0313_68,TSIPOURA,8.58,8.9,CHILIADOU,,2013,December,6/8/2014,6/21/2014,247.08,256.58,268.17,-4.32,251.82,247.08,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,3200,0,0,85943,21234.79644,85863,22030.72854,0,0,0,795.9321,387.22422,4.020443452,8.263945886,80,0,0,1.14,1.15,0.29,3200,0,V,TSIPOURA 2014,,Unchecked,,0,0,18.74,0,0,1,0,1,1420,1.626891835,2.664589226,262,200-250,250-300
1402783200001,REGION1,SITE1,121_37,114_TS_0613_69,TSIPOURA,6.79,7.73,CHILIADOU,,2013,December,6/8/2014,6/21/2014,191.4,218.07,208.47,4.6,195.77,191.4,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,2510,0,0,87824,16809.5136,87684,19121.24988,0,0,0,2311.73628,356.38308,1.085763987,7.042983073,140,0,0,1.08,1.14,1,2510,0,V,TSIPOURA 2014,,Unchecked,,0,0,18.74,0,0,1,0,1,1692,1.893125671,1.918588367,262,150-200,200-250
1402912800000,REGION1,SITE1,121_A1,114_TS_0313_68,TSIPOURA,4.01,4.65,CHILIADOU,,2013,December,6/7/2014,6/25/2014,237.41,275.5,270.19,1.97,269,237.41,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,16425,0,0,287222,68189.37502,286847,79026.3485,0,0,0,10836.97348,8972.46798,1.515644569,1.830600013,375,0,0,1.24,1.26,0.83,16425,0,A,TSIPOURA 2014,,Unchecked,,0,0,18.65,0,0,1,0,1,3494,1.203412539,2.736465735,355,200-250,250-300
1402956000000,REGION1,SITE1,121_30,114_TS_0613_69,TSIPOURA,6.52,7.46,CHILIADOU,,2013,December,6/8/2014,6/25/2014,191.49,219.78,215.99,1.75,201.83,191.49,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,3640,0,0,91872,17592.56928,91682,20149.86996,0,0,0,2557.30068,911.60878,1.423375839,3.992940919,190,0,0,1.14,1.19,0.81,3640,0,V,TSIPOURA 2014,,Unchecked,,0,0,18.71,0,0,1,0,1,1845,1.972692378,2.127748805,337,150-200,200-250
1402956000001,REGION1,SITE1,121_32,114_TS_0613_69,TSIPOURA,8.09,8.7,CHILIADOU,,2013,December,6/8/2014,6/25/2014,212.39,228.47,238.04,-4.02,223.01,212.39,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4200,0,0,94330,20034.7487,94210,21524.1587,0,0,0,1489.41,975.0234,2.819908554,4.307588926,120,0,0,1.19,1.2,0.43,4200,0,A,TSIPOURA 2015,,Unchecked,,0,0,18.71,0,0,1,0,1,1832,1.907498803,2.300537521,337,200-250,200-250
1402956000002,REGION1,SITE1,121_34,114_TS_0313_68,TSIPOURA,9.48,10.5,CHILIADOU,,2013,December,6/8/2014,6/25/2014,245.63,272.18,272.24,-0.02,256.19,245.63,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4500,0,0,95568,23474.36784,95448,25979.03664,0,0,0,2504.6688,978.45528,1.79664473,4.599086021,120,0,0,1.07,1.1,0.6,4500,0,V,TSIPOURA 2014,,Unchecked,,0,0,18.71,0,0,1,0,1,1440,1.486252167,2.229554774,337,200-250,250-300
1402956000003,REGION1,SITE1,121_36,114_TS_0613_69,TSIPOURA,7.27,8.12,CHILIADOU,,2013,December,6/8/2014,6/25/2014,198.88,222.76,224.89,-0.95,209.65,198.88,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4050,0,0,90422,17983.12736,90229,20099.41204,0,0,0,2116.28468,933.38249,1.91373119,4.339057185,193,0,0,1.25,1.29,0.67,4050,0,A,TSIPOURA 2015,,Unchecked,,0,0,18.71,0,0,1,0,1,1849,2.008080106,2.252546538,337,150-200,200-250
1403128800000,REGION1,SITE1,121_31,114_TS_0313_68,TSIPOURA,,,CHILIADOU,,2013,December,6/12/2014,6/25/2014,251.11,273.03,274.72,-0.62,264,251.11,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4425,0,0,103601,26015.24711,103511,28261.60833,0,0,0,2246.36122,1311.65689,1.969852382,3.373595666,90,0,0,1.25,1.28,0.64,4425,0,V,TSIPOURA 2014,,Unchecked,,0,0,18.64,0,0,1,0,1,1285,1.226191839,2.809221503,261,250-300,250-300
1404165600000,REGION1,SITE2,119_P1,119_TS_0604_49,TSIPOURA,7.75,4.33,KANATADIKA,,2013,December,4/30/2014,8/31/2014,3319.25,1945.64,3469.82,-43.93,1920.9,3319.25,"BLUELINE 9,0 mm",VLUE LINE,FEEDUS,375,0,0,801,2658.71925,764,1486.46896,37.49992,0,0,-1134.75037,-1153.65173,-0.330469159,-0.325054772,19,0,0,0.15,0.16,-0.43,200,0,-,TSIPOURA 2015,,Unchecked,,0,0,20.18,0,0,0,4,2,56,6.666666667,-0.601030002,891,>2000,1000-2000
1404727200000,REGION1,SITE1,121_L1,121_TS_0514_105,TSIPOURA,0.6,5,CHILIADOU,,2014,May,5/13/2014,8/31/2014,2.7,36,36.02,-0.06,25.2,2.7,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,7090,0,0,176000,475.2,184530,6643.08,0,0,108.5,6059.38,4066.456,1.170086709,1.743532944,6970,0,0,2.81,3.62,2.35,2252,0,-,TSIPOURA 2014,,Unchecked,,0,0,20.27,0,0,1,0,1,6970,3.639686684,1.170270186,2237,0-20,20-50
1404727200001,REGION1,SITE1,121_L3,121_TS_0514_105,TSIPOURA,0.6,5.08,CHILIADOU,,2014,May,5/13/2014,8/31/2014,2.7,36.16,36.24,-0.22,20.53,2.7,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,7210.5,0,0,178000,480.6,186370,6739.1392,0,0,108.5,6150.0392,3237.0761,1.172431551,2.22747312,7130,0,0,2.81,4.2,2.36,2288,0,-,TSIPOURA 2014,,Unchecked,,0,0,20.27,0,0,1,0,1,7130,3.684754522,1.172612685,2237,0-20,20-50
1404727200002,REGION1,SITE1,121_L4,121_TS_0514_105,TSIPOURA,,3.93,CHILIADOU,,2014,May,5/13/2014,8/31/2014,2.05,31.05,31.14,-0.29,16.68,2.05,BLUELINE 2.0mm,VLUE LINE,FEEDUS,5649,0,0,175000,358.75,168193,5222.39265,0,0,0,4863.64265,2446.70924,1.161475134,2.308815411,6807,0,0,2.83,4.32,2.47,2369,0,-,TSIPOURA 2014,,Unchecked,,0,0,20.27,0,0,0,0,1,6807,3.889714286,1.161475134,2156,0-20,20-50
1404727200003,REGION1,SITE1,121_L5,121_TS_0514_105,TSIPOURA,,3.74,CHILIADOU,,2014,May,5/13/2014,8/31/2014,2.05,31.18,31.22,-0.13,17.24,2.05,BLUELINE 2.0mm,VLUE LINE,FEEDUS,5362.5,0,0,166000,340.3,159175,4963.0765,0,0,0,4622.7765,2403.877,1.160017146,2.230771375,6825,0,0,2.83,4.23,2.47,2207,0,-,TSIPOURA 2014,,Unchecked,,0,0,20.27,0,0,0,0,1,6825,4.111445783,1.160017146,2157,0-20,20-50
1404727200004,REGION1,SITE1,121_L7,121_TS_0514_105,TSIPOURA,,3.83,CHILIADOU,,2014,May,5/13/2014,8/31/2014,2.05,31.57,31.55,0.06,18.66,2.05,BLUELINE 2.0mm,VLUE LINE,FEEDUS,5543.5,0,0,170000,348.5,160894,5079.42358,0,0,0,4730.92358,2653.78204,1.171758517,2.088905538,9106,0,0,2.85,4.09,2.49,2121.5,0,-,TSIPOURA 2014,,Unchecked,,0,0,20.27,0,0,0,0,1,9106,5.356470588,1.171758517,2156,0-20,20-50
1404900000000,REGION1,SITE2,119_V9,119_TS_0513_104,TSIPOURA,7.97,9.1,KASTELLA,,2013,December,6/18/2014,7/30/2014,223.05,273.96,289.17,-5.26,277.03,223.05,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4820,0,0,44240,9867.732,44100,12081.636,0,0,0,2213.904,2349.291,2.177149506,2.051682827,160,0,0,1.05,1.04,0.49,4750,0,V,TSIPOURA 2014,,Unchecked,,0,0,20.92,0,0,0,0,2,970,2.278599953,2.026036779,859,200-250,250-300
1404943200000,REGION1,SITE2,119_A4,119_TS_0513_104,TSIPOURA,9.34,9.25,KASTELLA,,2013,December,6/19/2014,7/30/2014,266.24,320.63,335.83,-4.53,320.58,266.24,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,5245,0,0,43395,11553.4848,42136,13510.06568,0,0,0,1956.58088,1954.47408,2.680696747,2.683586369,1259,0,0,1.02,1.02,0.45,5175,0,A,TSIPOURA 2014,,Unchecked,,0,0,20.96,0,0,0,0,2,1954,4.69824477,2.320581629,819,250-300,300-380
1405029600000,REGION1,SITE1,121_K4,121_TS_0913_99,TSIPOURA,2.56,3.32,KASTELLA,,2013,December,6/20/2014,7/31/2014,99.63,129.52,131.87,-1.78,125.16,99.63,BL 3.5 BREAM,VLUE LINE,FEEDUS,2925,0,0,62070,6184.0341,61770,8000.4504,0,0,0,1816.4163,1547.0991,1.610313671,1.890635189,300,0,0,1.01,1.03,0.64,2925,0,V,TSIPOURA 2015,,Unchecked,,0,0,20.68,0,0,0,0,2,2782.95,4.134604213,1.886508511,851,50-100,100-150
1405072800000,REGION1,SITE1,121_S5,121_TS_0913_99,TSIPOURA,4.24,5.52,KASTELLA,,2013,December,6/21/2014,7/31/2014,166.55,217.71,222.52,-2.16,210.68,166.55,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,5325,0,0,61400,10226.17,61120,13306.4352,0,0,0,3080.2652,2650.5916,1.728747252,2.008985466,280,0,0,1.14,1.16,0.67,4345,0,A,TSIPOURA 2015,,Unchecked,,0,0,20.74,0,0,0,0,2,1918.7,2.92941137,1.501959587,851,150-200,200-250
1405202400000,REGION1,SITE2,119_A1,119_TS_0413_102,TSIPOURA,6.34,6.64,CHILIADOU,,2013,December,6/25/2014,7/30/2014,188.87,238.2,245.28,-2.89,229.22,188.87,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,3920,0,0,44534,8411.13658,44419,10580.6058,0,0,0,2169.46922,1770.5866,1.806893577,2.213955533,115,0,0,1.18,1.21,0.66,3850,0,V,TSIPOURA 2014,,Unchecked,,0,0,21.34,0,0,0,0,2,1123,2.465855694,2.117433947,729,150-200,200-250
1405202400001,REGION1,SITE2,119_A2,119_TS_0413_102,TSIPOURA,10.27,9.1,CHILIADOU,,2013,December,6/25/2014,7/30/2014,234.46,300.31,296.83,1.17,278.6,234.46,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4625,0,0,44350,10398.301,44250,13288.7175,0,0,0,2890.4165,1929.749,1.600115416,2.39668475,100,0,0,1.12,1.17,0.71,4625,0,A,TSIPOURA 2015,,Unchecked,,0,0,21.34,0,0,0,0,2,1060,2.339439417,2.113880244,729,200-250,300-380
1405202400002,REGION1,SITE2,119_A6,119_TS_0413_102,TSIPOURA,6.96,7.82,CHILIADOU,,2013,December,6/25/2014,7/30/2014,233.04,263.03,272.93,-3.63,263.41,233.04,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,2634,0,0,39650,9240.036,39450,10376.5335,0,0,0,1136.4975,1151.4885,2.317646981,2.287473996,200,0,0,0.77,0.77,0.35,2634,0,A,TSIPOURA 2015,,Unchecked,,0,0,21.34,0,0,0,0,2,1020,2.520385471,2.403067205,683,200-250,250-300
1405245600000,REGION1,SITE1,121_30,114_TS_0613_69,TSIPOURA,7.46,9.58,CHILIADOU,,2013,December,6/25/2014,7/31/2014,219.78,282.85,275.79,2.56,263.97,219.78,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,8375,0,0,91682,20149.86996,91472,25872.8552,0,0,0,5722.98524,3995.99388,1.463397099,2.095849056,250,0,0,1.02,1.05,0.7,8375,0,V,TSIPOURA 2014,,Unchecked,,0,0,21,0,0,0,0,2,2045,2.18653437,1.822221369,758,200-250,250-300
1405245600001,REGION1,SITE1,121_31,114_TS_0313_68,TSIPOURA,,12.91,CHILIADOU,,2013,December,6/25/2014,7/31/2014,273.03,337.63,335.58,0.61,316.46,273.03,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,11425,0,0,103511,28261.60833,103261,34864.01143,0,0,0,6602.4031,4416.36773,1.730430546,2.586967549,295,0,0,1.01,1.04,0.59,11425,0,V,TSIPOURA 2014,,Unchecked,,0,0,21,0,0,0,0,2,1510,1.440894691,2.293103901,758,250-300,300-380
1405245600002,REGION1,SITE1,121_32,114_TS_0613_69,TSIPOURA,8.7,10.61,CHILIADOU,,2013,December,6/25/2014,7/31/2014,228.47,279.48,283.68,-1.48,274.27,228.47,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,8750,0,0,94210,21524.1587,93975,26264.133,0,0,0,4739.9743,4250.36455,1.84600157,2.058646946,275,0,0,1.02,1.03,0.56,8750,0,A,TSIPOURA 2015,,Unchecked,,0,0,21,0,0,0,0,2,2032,2.11574103,2.10494519,758,200-250,250-300
1405332000000,REGION1,SITE1,121_T8,121_TS_0414_103,TSIPOURA,1.72,3.21,CHILIADOU,,2014,April,6/27/2014,7/31/2014,16.92,31.87,31.97,-0.31,27.12,16.92,BLUELINE 2.0mm,VLUE LINE,FEEDUS,2385,0,0,134902,2282.54184,133598,4257.76826,0,0,0,1975.22642,1340.63592,1.20745651,1.779006488,1304,0,0,2.21,2.42,1.86,1081,0,-,TSIPOURA 2014,,Unchecked,,0,0,21.15,0,0,0,0,2,5402,3.886330935,1.177390233,723,0-20,20-50
1406282400000,REGION1,SITE2,119_59,119_TS_0613_105,TSIPOURA,5.51,9.44,CHILIADOU,,2013,December,6/18/2014,8/31/2014,171.38,295.8,301.58,-1.92,258.29,171.38,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,16185,0,0,77535,13287.9483,77035,22786.953,0,0,0,9499.0047,6609.42185,1.703862722,2.448776968,500,0,0,1.24,1.34,0.74,16185,0,V,TSIPOURA 2015,,Unchecked,,0,0,22.13,0,0,0,0,2,2185,2.758141883,1.789889968,1655,150-200,250-300
1406282400001,REGION1,SITE2,119_V8,119_TS_0413_102,TSIPOURA,6.27,10.71,CHILIADOU,,2013,December,6/18/2014,8/31/2014,211.07,337.73,342.45,-1.38,286.36,211.07,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,8795,0,0,39420,8320.3794,39240,13252.5252,0,0,0,4932.1458,2916.387,1.783199515,3.015717736,310,0,0,1.12,1.22,0.64,8745,0,V,TSIPOURA 2014,,Unchecked,,0,0,22.13,0,0,0,0,2,4790,10.87894617,1.950982459,1593,200-250,300-380
1406325600000,REGION1,SITE2,119_A5,119_TS_0613_105,TSIPOURA,6.42,8.8,CHILIADOU,,2013,December,6/19/2014,8/31/2014,195.08,322.24,326.83,-1.4,271.25,195.08,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,9580,0,0,43693,8523.63044,43483,14011.96192,0,0,0,5488.33148,3271.13331,1.745521391,2.928648603,210,0,0,1.19,1.3,0.69,9435,0,V,TSIPOURA 2015,,Unchecked,,0,0,22.17,0,0,0,0,2,1203,2.692118337,1.801444422,1596,150-200,300-380
1406325600001,REGION1,SITE2,119_A7,119_TS_0613_105,TSIPOURA,8.43,12.14,CHILIADOU,,2013,December,6/19/2014,8/31/2014,243.05,377.14,384.34,-1.87,316.13,243.05,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,10620,0,0,42940,10436.567,42738,16118.20932,0,0,0,5681.64232,3074.19694,1.869177854,3.454560722,202,0,0,1.11,1.22,0.6,10545,0,A,TSIPOURA 2014,,Unchecked,,0,0,22.17,0,0,0,0,2,5564,11.51919175,2.124794606,1599,200-250,300-380
1406325600002,REGION1,SITE2,119_V1,119_TS_0613_105,TSIPOURA,7.03,10.8,CHILIADOU,,2013,December,6/19/2014,8/31/2014,239.48,369.81,375.59,-1.54,309.24,239.48,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,9350,0,0,38945,9326.5486,38765,14335.68465,0,0,0,5009.13605,2661.14,1.866589349,3.513531795,180,0,0,1.1,1.21,0.6,9275,0,A,TSIPOURA 2015,,Unchecked,,0,0,22.17,0,0,0,0,2,980,2.465718958,1.948019847,1594,200-250,300-380
1406368800000,REGION1,SITE1,121_K10,121_TS_0913_99,TSIPOURA,3.46,6.19,KASTELLA,,2013,December,6/20/2014,8/31/2014,124.78,225.38,230.74,-2.32,185.18,124.78,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,9565,0,0,61375,7658.3725,60783,13699.27254,0,0,0,6040.90004,3597.42344,1.583373328,2.658847411,592,0,0,1.28,1.42,0.82,5930,0,V,TSIPOURA 2014,,Unchecked,,0,0,21.81,0,0,0,0,2,2558.29,3.887258576,1.748949744,1575,100-150,200-250
1406368800001,REGION1,SITE1,121_K5,121_TS_0913_99,TSIPOURA,3.17,5.43,KASTELLA,,2013,December,6/20/2014,8/31/2014,123.41,213.74,218.99,-2.4,180.23,123.41,BL 3.5 BREAM,VLUE LINE,FEEDUS,8615,0,0,61880,7636.6108,61298,13101.83452,0,0,0,5465.22372,3411.12774,1.576330712,2.525557721,582,0,0,1.18,1.3,0.76,4885,0,A,TSIPOURA 2014,,Unchecked,,0,0,21.81,0,0,0,0,2,2749.04,4.116484792,1.55062207,1575,100-150,200-250
1406412000000,REGION1,SITE1,121_35,114_TS_0313_68,TSIPOURA,8.9,11.74,CHILIADOU,,2013,December,6/21/2014,8/31/2014,256.58,343.36,349.02,-1.62,314.92,256.58,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,13875,0,0,85863,22030.72854,84593,29045.85248,0,0,0,7015.12394,4609.29902,1.977869546,3.010219111,1270,0,0,0.77,0.81,0.41,13875,0,V,TSIPOURA 2014,,Unchecked,,0,0,21.86,0,0,0,0,2,2690,3.081928898,2.288033085,1484,250-300,300-380
1406412000001,REGION1,SITE1,121_37,114_TS_0613_69,TSIPOURA,7.73,11.68,CHILIADOU,,2013,December,6/21/2014,8/31/2014,218.07,330.94,335.97,-1.5,287.9,218.07,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,17556,0,0,87684,19121.24988,87330,28900.9902,0,0,0,9779.74032,6021.05712,1.795139689,2.915767057,354,0,0,1.04,1.12,0.59,17556,0,V,TSIPOURA 2014,,Unchecked,,0,0,21.86,0,0,0,0,2,2046,2.289205156,1.840606045,1532,200-250,300-380
1406584800000,REGION1,SITE1,121_34,114_TS_0313_68,TSIPOURA,10.5,10.34,CHILIADOU,,2013,December,6/25/2014,8/31/2014,272.18,355.93,379.69,-6.26,344.86,272.18,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,17725,0,0,95448,25979.03664,71916,25597.06188,7996.95854,0,0,7614.98378,6818.87366,2.327647768,2.599402905,383,0,0,0.89,-0.18,0.4,17725,0,V,TSIPOURA 2014,,Unchecked,,0,0,22.07,0,0,0,1,2,1783,1.840269177,2.258642087,1438,250-300,300-380
1406584800001,REGION1,SITE1,121_36,114_TS_0613_69,TSIPOURA,8.12,12.3,CHILIADOU,,2013,December,6/25/2014,8/31/2014,222.76,338.5,344.32,-1.69,294.69,222.76,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,18725,0,0,90229,20099.41204,89898,30430.473,0,0,0,10331.06096,6392.62958,1.812495355,2.929154547,371,0,0,1.12,1.21,0.62,18725,0,A,TSIPOURA 2015,,Unchecked,,0,0,22.07,0,0,0,0,2,2180,2.36755794,1.984045586,1458,200-250,300-380
1406584800002,REGION1,SITE1,121_A1,114_TS_0313_68,TSIPOURA,4.65,6.95,CHILIADOU,,2013,December,6/25/2014,8/31/2014,275.5,413.47,421.31,-1.86,364.18,275.5,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,77312,0,0,286847,79026.3485,285847,118189.1591,0,0,0,39162.81059,25073.41196,1.974117762,3.083425587,1125,0,0,1.19,1.27,0.61,72662,0,A,TSIPOURA 2014,,Unchecked,,0,0,22.07,0,0,0,0,2,4494,1.547835132,2.241899075,1482,250-300,380-500
1406671200000,REGION1,SITE1,121_T10,121_TS_0314_102,TSIPOURA,1.28,5.13,CHILIADOU,,2014,March,6/27/2014,8/31/2014,11.87,45.06,45.29,-0.51,28.88,11.87,"BLUELINE 2,5 mm",VLUE LINE,FEEDUS,5598,0,0,143459,1702.85833,141022,6354.45132,0,0,0,4651.59299,2369.85703,1.203458689,2.362167814,2747,0,0,2.44,3.17,2.05,3171,0,-,TSIPOURA 2014,,Unchecked,,0,0,22.18,0,0,0,0,2,8978,5.985333333,1.191498966,1465,0-20,20-50
1406671200001,REGION1,SITE1,121_T7,121_TS_0414_103,TSIPOURA,1.52,5.14,CHILIADOU,,2014,April,6/27/2014,8/31/2014,15.84,54.63,55.18,-1,38.26,15.84,"BLUELINE 2,5 mm",VLUE LINE,FEEDUS,5932,0,0,127150,2014.056,124783,6816.89529,0,0,0,4802.83929,2760.14158,1.235102747,2.149165116,2367,0,0,2.32,2.85,1.9,3209,0,-,TSIPOURA 2014,,Unchecked,,0,0,22.18,0,0,0,0,2,6217,4.745801527,1.229457473,1465,0-20,50-100
1406671200002,REGION1,SITE1,121_T9,121_TS_0314_102,TSIPOURA,1.07,4.49,CHILIADOU,,2014,March,6/27/2014,8/31/2014,12.4,49.33,49.71,-0.76,34.49,12.4,"BLUELINE 2,5 mm",VLUE LINE,FEEDUS,5030.5,0,0,114985,1425.814,112692,5559.09636,0,0,0,4133.28236,2460.93308,1.217071461,2.044143354,2293,0,0,2.55,3.15,2.12,2800,0,-,TSIPOURA 2014,,Unchecked,,0,0,22.18,0,0,0,0,2,7308,6.09,1.246135443,1465,0-20,20-50
1406973600000,REGION1,SITE2,119_V2,119_TS_0714_107,TSIPOURA,0.31,1.21,KASTELLA,,2014,July,7/4/2014,8/31/2014,2.8,19.7,19.22,2.5,11.14,2.8,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,1583,0,0,88000,246.4,81680,1609.096,0,0,0,1362.696,663.5152,1.161667753,2.38577805,6320,0,0,3.76,5.37,3.36,664,0,-,TSIPOURA 2014,,Unchecked,,0,0,22.8,0,0,0,0,1,6320,7.181818182,1.161667753,1319,0-20,0-20
1407924000000,REGION1,SITE2,119_A1,119_TS_0413_102,TSIPOURA,6.64,8.12,CHILIADOU,,2013,December,7/30/2014,8/27/2014,238.2,291.47,301.18,-3.22,267.17,238.2,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4520,0,0,44419,10580.6058,44359,12929.31773,0,0,0,2348.71193,1270.78823,1.92445908,3.556847548,60,0,0,1.38,1.44,0.72,4400,0,V,TSIPOURA 2014,,Unchecked,,0,0,23.51,0,0,0,0,2,1183,2.597602213,2.042290962,680,200-250,250-300
1407924000001,REGION1,SITE2,119_A4,119_TS_0513_104,TSIPOURA,9.25,11.32,KASTELLA,,2013,December,7/30/2014,8/27/2014,320.63,392.98,390.46,0.65,346.42,320.63,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,5320,0,0,42136,13510.06568,42076,16535.02648,0,0,0,3024.9608,1065.90224,1.758700476,4.991076855,60,0,0,1.27,1.35,0.73,5175,0,A,TSIPOURA 2014,,Unchecked,,0,0,23.51,0,0,0,0,2,2014,4.842510219,2.135778545,680,300-380,380-500
1407924000002,REGION1,SITE2,119_V9,119_TS_0513_104,TSIPOURA,9.1,10.96,KASTELLA,,2013,December,7/30/2014,8/27/2014,273.96,330.25,336.61,-1.89,307.23,273.96,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4710,0,0,44100,12081.636,44040,14544.21,0,0,0,2462.574,1448.7732,1.912632879,3.251026455,90,0,0,1.27,1.31,0.67,4540,0,V,TSIPOURA 2014,,Unchecked,,0,0,23.51,0,0,0,0,2,1030,2.41954428,1.979659031,680,250-300,300-380
1407967200000,REGION1,SITE1,121_30,114_TS_0613_69,TSIPOURA,9.58,10.69,CHILIADOU,,2013,December,7/31/2014,8/27/2014,282.85,315.75,336.12,-6.06,312.48,282.85,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,8425,0,0,91472,25872.8552,91375,28851.65625,0,0,0,2978.80105,2680.0048,2.828319132,3.143651086,107,0,0,1.14,1.15,0.41,8425,0,V,TSIPOURA 2014,,Unchecked,,0,0,23.1,0,0,0,0,2,2152,2.300939836,1.994771375,647,250-300,300-380
1407967200001,REGION1,SITE1,121_32,114_TS_0613_69,TSIPOURA,10.61,12.07,CHILIADOU,,2013,December,7/31/2014,8/27/2014,279.48,318.42,327,-2.62,301.43,279.48,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,7750,0,0,93975,26264.133,93855,29885.3091,0,0,0,3621.1761,2026.57965,2.140188653,3.824177352,155,0,0,1.02,1.05,0.48,7750,0,A,TSIPOURA 2015,,Unchecked,,0,0,23.1,0,0,0,0,2,2187,2.277128756,2.098540265,647,250-300,300-380
1408053600000,REGION1,SITE2,119_58,119_TS_0413_102,TSIPOURA,7.72,9.82,CHILIADOU,,2013,December,7/29/2014,8/31/2014,239.31,305.18,308.03,-0.93,277.9,239.31,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,8900,0,0,77799,18618.07869,77659,23699.97362,0,0,0,5081.89493,2963.35741,1.751315232,3.003350176,140,0,0,1.28,1.34,0.74,8850,0,V,TSIPOURA 2015,,Unchecked,,0,0,23.68,0,0,1,0,1,2046,2.566965686,1.790743433,803,200-250,300-380
1408053600001,REGION1,SITE2,119_V4,119_TS_0714_108,TSIPOURA,1,1.52,CHILIADOU,,2014,July,7/29/2014,8/31/2014,5.21,13.81,13.5,2.3,10.4,5.21,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,1405,0,0,153530,799.8913,146160,2018.4696,0,0,0,1218.5783,720.1727,1.152982947,1.950920939,7840,0,0,3.23,3.8,2.95,647,0,-,TSIPOURA 2014,,Unchecked,,0,0,23.68,0,0,0,0,1,7840,5.090909091,1.1553045,803,0-20,0-20
1408053600002,REGION1,SITE2,119_V6,119_TS_0714_108,TSIPOURA,1.04,1.54,CHILIADOU,,2014,July,7/29/2014,8/31/2014,5.21,13.21,12.96,1.93,9.85,5.21,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,1377,0,0,159500,830.995,154720,2043.8512,0,0,0,1212.8562,692.997,1.135336572,1.987021589,5280,0,0,3.1,3.65,2.82,664,0,-,TSIPOURA 2015,,Unchecked,,0,0,23.68,0,0,0,0,1,5280,3.3,1.137780322,803,0-20,0-20
