"","Middle","Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","To","Start.Av..Wt.","End.Av.Wt.","Model.End.Av..Wt..Act..Feed","Av..Wt..Deviation....","Av..Wt..Before.Sampl.","Model.End.Av..Wt..Sugg..Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation....","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer....Kg.","Transfer....Kg..1","Biomass.Produced","Biomass.Produced.Before.Sampl.","Econ..FCR.Period","Econ.FCR.Period.Before.Sampl.","Mortality.No","Model.Mortality.No","Mortality.Deviation....","SFR.Period....","SFR.Period.....Before.Sampl.","SGR.Period....","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate..Kg...Hour.","Fastings.No","Avg..Temp.","Avg..Oxygene","Transfer....No.","Transfer....No..1","Harvest..No.","Sampling..No.","LTD.Mortality.No","LTD.Mortality..","LTD.Econ..FCR","Period.Day.Degrees","Start.Av..Weight.Category","End.Av..Weight.Category","PRODUCT.TYPE","GROUPING.PROD..BGT"
"313",581421276400000,"GREECE","PETALAS","PEA10","BAS24112014VMS","BASS",1.6,3.76,"VONITSA","",2014,"November","24/11/14","07/03/15",24.12,33.18,36.67,-9.52,35.11,64.04,"GR IR. POW. 2","POWER","IRIDA",2589.5,7875.61914,67.12,66500,1603.98,113200,3755.976,0,0,1535.389,616.607,835.083,4.199595528,3.100889373,16200,3777,-328.91,3.47,2.73,0.31,1949,1.6,"","GR BASS SMOOTHLY","","Unchecked",NA,0,15,17.02,0,0,1,0,1,16200,12.51931994,4.19987479,1779,"A 1-300","A 1-300",NA,NA
"314",581429223400000,"GREECE","PETALAS","PEA10","BAS24112014VMS","BASS",3.76,4.6,"VONITSA","",2014,"November","07/03/15","27/05/15",33.18,43.8,48.04,-8.83,49,62.18,"GR IR. POW. 2","POWER","IRIDA",2748.5,5415.191977,49.24,113200,3755.976,104978,4598.0364,0,0,0,842.0604,1387.946,3.264017641,1.980264362,8520,2626,-224.45,0.82,0.77,0.34,1765,1.504,"","GR BASS SMOOTHLY","","Unchecked",NA,0,7,16.29,0,0,0,0,2,24270,18.75579598,3.659607422,1347,"A 1-300","A 1-300",NA,NA
"315",581433368800000,"GREECE","PETALAS","PEA10","BAS24112014VMS","BASS",4.6,4.95,"VONITSA","",2014,"November","27/05/15","11/06/15",43.8,51.47,50.27,2.39,50.71,54.66,"GR IR. SMART 3","SMART","IRIDA",928.5,1533.939362,39.47,104978,4598.0364,96127,4947.65669,0,356.74,0,706.36029,633.30377,1.314484992,1.466121069,1345,491,-173.93,0.64,0.57,1.08,691,1.252,"","GR BASS SMOOTHLY","","Unchecked",NA,0,5,19.82,0,2,0,0,2,24364.6,19.63607268,3.08455926,320,"A 1-300","A 1-300",NA,NA
"316",581434837600002,"GREECE","PETALAS","PEA10","BAS24112014VMS","BASS",4.95,5.6,"VONITSA","",2014,"November","11/06/15","30/06/15",51.47,58.71,63.01,-6.82,64.05,66.29,"GR IR. SMART 3","SMART","IRIDA",1549,1990.488939,22.18,96127,4947.65669,95422,5602.22562,0,167.54,0,822.10893,1331.66241,1.884178536,1.163207723,815,560,-45.54,1.23,1.29,0.69,1374,1.252,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,20.36,0,1,0,0,2,25175.6,20.28967894,2.91582959,409,"A 1-300","A 1-300",NA,NA
"317",581435744800000,"GREECE","PETALAS","PEA10","BAS24112014VMS","BASS",5.6,5.36,"VONITSA","",2014,"November","30/06/15","02/07/15",58.71,58.32,59.09,-1.3,58.81,60.97,"GR IR. SMART 3","SMART","IRIDA",50,298.4588855,83.25,95422,5602.22562,91970,5363.6904,0,0,0,-238.53522,-193.46992,-0.209612652,-0.258438108,155,83,-86.75,0.46,0.45,-0.33,50,1.254,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,20.53,0,0,0,0,2,25270.6,20.36624194,3.21667129,61,"A 1-300","A 1-300",NA,NA
"318",581441447200000,"GREECE","PETALAS","PEV13","BAS24112014VMS","BASS",3.11,4.78,"VONITSA","",2014,"November","11/08/15","30/09/15",95.8,149.39,142.92,4.53,141.18,156.14,"GR IR. PLUS 4,5 V","PLUS","IRIDA",6987.5,9021.419516,22.55,90775,8696.245,89510,13371.8989,0,0,0,4675.6539,3940.7768,1.494443376,1.773127572,1305,1348,3.19,1.29,1.33,0.89,6762.5,1.14,"","GR BASS SMOOTHLY","","Unchecked",NA,0,9,26.45,0,0,1,0,1,27475.6,22.1433095,1.858566908,1356,"A 1-300","A 1-300",NA,NA
"319",591369735200000,"GREECE","PETALAS","AKS08","BAS25052013NIR","BASS",0.18,0.23,"NIREUS","",2013,"May","25/05/13","31/05/13",1.93,2.4,2.62,-8.4,2.62,2.52,"GR IR. POW.1,5","POWER","IRIDA",69,59.51917868,-15.93,95000,183.35,94350,226.44,0,0,0,43.09,63.847,1.601299605,1.080708569,650,474,-37.13,5.63,5.38,3.63,69,2.018,"","GR BASS SMOOTHLY","AKS08\BAS25052013NIR","Unchecked",NA,0,1,19.32,0,0,0,0,1,650,0.684210526,1.601299605,134,"A 1-300","A 1-300",NA,NA
"320",591371290400003,"GREECE","PETALAS","AKS08","BAS25052013NIR","BASS",0.23,0.79,"NIREUS","",2013,"May","31/05/13","30/06/13",2.4,8.5,8.66,-1.85,8.59,7.55,"GR IR. POW.1,5","POWER","IRIDA",643,521.7425471,-23.24,94350,226.44,93240,792.54,0,0,0,566.1,574.4916,1.135841724,1.119250482,1110,1516,26.78,4.74,4.71,4.22,643,2.022,"","GR BASS SMOOTHLY","AKS08\BAS25052013NIR","Unchecked",NA,0,0,13.26,0,0,0,0,2,1760,1.852631579,1.149066794,640,"A 1-300","A 1-300",NA,NA
"321",601406541600000,"GREECE","PETALAS","AKZ06","BAS25072014VML","BASS",0.54,0.7,"VONITSA","0-37%16,4",2014,"July","25/07/14","31/07/14",4.75,6.23,6.23,0,6.25,6.25,"GR IR. POW.1,5","POWER","IRIDA",180,181.3582874,0.75,112900,536.275,112240,699.2552,0,0,0,162.9802,165.225,1.104428636,1.089423513,660,374,-76.47,4.88,4.88,4.52,180,1.93,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,23.01,0,0,0,0,1,660,0.584588131,1.104394755,159,"A 1-300","A 1-300",NA,NA
"322",601409565600003,"GREECE","PETALAS","AKZ06","BAS25072014VML","BASS",0.7,4.37,"VONITSA","0-37%16,4",2014,"July","31/07/14","03/10/14",6.23,39.65,35.43,11.91,36.36,38.78,"GR IR. POW. 2","POWER","IRIDA",3959,4438.7252,10.81,112240,699.2552,110280,4372.602,0,0,0,3673.3468,3310.5256,1.077763744,1.195882612,2160,2684,19.52,3.09,3.26,2.89,2652.5,1.608,"","GR BASS SMOOTHLY","","Unchecked",NA,0,0,23.54,0,0,0,0,2,2620,2.320637733,1.071075183,1533,"A 1-300","A 1-300",NA,NA
"323",601413541800000,"GREECE","PETALAS","AKZ06","BAS25072014VML","BASS",4.37,5.42,"VONITSA","0-37%16,4",2014,"July","03/10/14","31/10/14",39.65,49.75,56.19,-11.46,56.73,62.04,"GR IR. SMART 3","SMART","IRIDA",2425,3315.56338,26.86,110280,4372.602,108995,5422.50125,0,0,0,1049.89925,1810.68435,2.309745435,1.339272635,1345,941,-42.93,1.78,1.66,0.81,1925,1.223,"","GR BASS SMOOTHLY","","Unchecked",NA,0,7,22.7,0,0,0,0,2,3905,3.458813109,1.33211051,663,"A 1-300","A 1-300",NA,NA
"324",601414796400000,"GREECE","PETALAS","AKZ06","BAS25072014VML","BASS",5.42,6.06,"VONITSA","0-37%16,4",2014,"July","31/10/14","01/11/14",49.75,50.54,50.22,0.64,50.31,51.28,"GR IR. SMART 3","SMART","IRIDA",75,233.3092692,67.85,108995,5422.50125,119941,6061.81814,0,0,0,639.31689,611.73046,0.117312715,0.122603017,610,67,-810.45,1.31,1.31,1.58,75,1.223,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,21.5,0,0,0,0,2,4055,3.591674048,1.191555993,44,"A 1-300","A 1-300",NA,NA
"325",601416913200000,"GREECE","PETALAS","AKZ06","BAS25072014VML","BASS",6.06,9.09,"VONITSA","0-37%16,4",2014,"July","01/11/14","19/12/14",50.54,76.47,75.34,1.5,76.63,88.04,"GR IR. SMART 3","SMART","IRIDA",4226.5,6544.33319,35.42,119941,6061.81814,118911,9093.12417,0,0,0,3031.30603,3050.33179,1.394283506,1.385586976,1180,1715,31.2,1.18,1.18,0.86,4037.5,1.226,"","GR BASS SMOOTHLY","","Unchecked",NA,0,9,20.23,0,0,0,0,2,5085,4.503985828,1.254608269,996,"A 1-300","A 1-300",NA,NA
"326",601427279400000,"GREECE","PETALAS","DIX09","BAS25072014VML","BASS",4.03,5,"VONITSA","0-37%16,4",2014,"July","17/02/15","30/04/15",95.86,120.38,112.48,7.02,113.71,115.02,"GR IR. PLUS 4,5 V","PLUS","IRIDA",4925,5561.948006,11.45,117651,11278.02486,116315,14001.9997,0,0,0,2723.97484,1948.15379,1.808019636,2.528034504,1435,2537,43.44,0.54,0.56,0.32,4462.5,1.117,"","GR BASS SMOOTHLY","","Unchecked",NA,0,15,15.17,0,0,1,0,1,7680,6.802480071,1.475820505,1118,"A 1-300","A 1-300",NA,NA
"327",6.01433412e+14,"GREECE","PETALAS","DIX09","BAS25072014VML","BASS",5,7.75,"VONITSA","0-37%16,4",2014,"July","30/04/15","09/07/15",120.38,188.56,182.24,3.47,186.78,194.33,"GR AGR 02  (5 mm)","OPTIMA","AGROINVEST",12535,15097.66896,16.97,116315,14001.9997,115100,21703.256,0,0,0,7701.2563,7496.3783,1.627656516,1.672140799,1285,2414,46.77,1.02,1.02,0.64,10675,1.11,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,19.57,0,0,0,0,2,8895,7.878653676,1.531063516,1396,"A 1-300","A 1-300",NA,NA
"328",601439978400000,"GREECE","PETALAS","DIX09","BAS25072014VML","BASS",7.75,11.41,"VONITSA","0-37%16,4",2014,"July","09/07/15","29/09/15",188.56,280.17,289.09,-3.09,294.09,310.12,"GR AGR 02  (5 mm)","OPTIMA","AGROINVEST",21862.5,26626.47882,17.89,115100,21703.256,114070,31958.9919,0,0,0,10255.7359,11843.5903,2.131733911,1.845935181,1100,1878,41.43,1.01,0.98,0.48,14712.5,1.11,"","GR BASS SMOOTHLY","","Unchecked",NA,0,14,26.33,0,0,0,0,2,9925,8.790965456,1.727110088,2197,"A 1-300","A 1-300",NA,NA
"329",611406584800000,"GREECE","PETALAS","AKK03","BAS26072014VML","BASS",0.44,0.54,"VONITSA","38-47%14,2",2014,"July","26/07/14","31/07/14",4.42,5.46,5.47,-0.18,5.49,5.62,"GR IR. POW.1,5","POWER","IRIDA",110,126.5554395,13.08,99400,439.348,98255,536.4723,0,0,0,97.1243,100.07195,1.132569295,1.099209119,1145,282,-306.03,4.52,4.51,4.23,110,1.93,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,23.1,0,0,0,0,1,1145,1.134786918,1.215438724,137,"A 1-300","A 1-300",NA,NA
"330",621389004200000,"GREECE","PETALAS","PEA09","BAS26102013NS","BASS",0.54,3.12,"NIREUS","",2013,"October","26/10/13","19/03/14",4.5,29.12,33.67,-13.51,30.18,53.68,"GR IR. POW. 2","POWER","IRIDA",4558,7935.924648,42.56,120000,540,107229,3122.50848,0,0,0,2582.50848,2696.17122,1.764950642,1.690545454,12771,5572,-129.2,2.15,2.1,1.3,3327,1.615,"","GR BASS SMOOTHLY","","Unchecked",NA,0,7,18.07,0,0,0,0,1,12771,10.6425,1.764950642,2615,"A 1-300","A 1-300",NA,NA
"331",621399717800000,"GREECE","PETALAS","PEA09","BAS26102013NS","BASS",3.12,7.29,"NIREUS","",2013,"October","19/03/14","01/07/14",29.12,69.22,71.07,-2.6,69.42,85.54,"GR IR. SMART 3","SMART","IRIDA",6598,9085.454247,27.38,107229,3122.50848,105354,7292.60388,0,0,0,4170.0954,4191.1662,1.582217999,1.574263507,1255,3291,61.87,1.29,1.29,0.83,6014,1.224,"","GR BASS SMOOTHLY","","Unchecked",NA,0,19,17.95,0,0,0,0,2,13996,11.66333333,1.628038634,1874,"A 1-300","A 1-300",NA,NA
"332",621405461600000,"GREECE","PETALAS","PEA09","BAS26102013NS","BASS",7.29,10,"NIREUS","",2013,"October","01/07/14","30/07/14",69.22,82.9,91.2,-9.1,91.36,95.81,"GR IR. SMART 3","SMART","IRIDA",3487.5,4238.395359,17.72,105354,7292.60388,120612,9998.7348,0,0,0,2706.13092,3726.50844,1.28874031,0.935862633,580,935,37.97,1.4,1.33,0.62,3262.5,1.224,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,22.86,0,0,0,0,2,14576,12.14666667,1.530965854,686,"A 1-300","A 1-300",NA,NA
"333",621406757600000,"GREECE","PETALAS","PEA09","BAS26102013NS","BASS",10,10.1,"NIREUS","",2013,"October","30/07/14","31/07/14",82.9,83.72,84.82,-1.3,83.72,84.69,"GR IR. PLUS 4,5 V","PLUS","IRIDA",350,324.7936518,-7.76,120612,9998.7348,120612,10097.63664,0,0,0,98.90184,98.90184,3.538862371,3.538862371,50,72,30.56,3.48,3.48,0.98,225,1.12,"","GR BASS SMOOTHLY","","Unchecked",NA,0,0,22.25,0,0,0,0,2,14576,12.14666667,1.530817769,44,"A 1-300","A 1-300",NA,NA
"334",621413887400000,"GREECE","PETALAS","PEG21","BAS26102013NS","BASS",4.71,10.2,"NIREUS","",2013,"October","03/09/14","08/12/14",110.06,241.52,212.95,13.42,215.24,231.16,"GR IR. PLUS 4,5 V","PLUS","IRIDA",21212.5,25207.63913,15.85,119872,13193.11232,118252,28560.22304,0,0,0,15367.11072,12259.44816,1.380383104,1.730298112,1670,3083,45.83,1.11,1.18,0.82,21212.5,1.123,"","GR BASS SMOOTHLY","","Unchecked",NA,0,23,22.46,0,0,1,0,1,16936,14.11333333,1.446490984,2189,"A 1-300","A 1-300",NA,NA
"335",621419721200001,"GREECE","PETALAS","PEG21","BAS26102013NS","BASS",10.2,10.65,"NIREUS","",2013,"October","08/12/14","16/01/15",241.52,260.4,267.04,-2.49,267.19,282.65,"GR IR. PLUS 6 V","PLUS","IRIDA",6087.5,9806.150018,37.92,118252,28560.22304,114467,29807.2068,0,0,0,1246.98376,2024.21469,4.881779695,3.007339108,785,877,10.49,0.53,0.53,0.19,2825,1.12,"","GR BASS SMOOTHLY","","Unchecked",NA,0,11,18.16,0,0,0,0,2,17721,14.7675,1.592857847,726,"A 1-300","A 1-300",NA,NA
"336",621429871400001,"GREECE","PETALAS","PEG21","BAS26102013NS","BASS",10.65,13.74,"NIREUS","",2013,"October","16/01/15","31/07/15",260.4,359,411.36,-12.73,420.45,428.75,"GR IR. PLUS 6 V","PLUS","IRIDA",38700,43791.58933,11.63,114467,29807.2068,107141,38463.619,0,0,0,8656.4122,15240.22665,4.470674352,2.539332314,7390,4017,-83.97,0.58,0.54,0.16,37600,1.138,"","GR BASS SMOOTHLY","","Unchecked",NA,0,33,17.99,0,0,0,0,2,25046,20.87166667,2.244471974,3568,"A 1-300","B 300-365",NA,NA
"337",631432893600000,"GREECE","PETALAS","PEA01","BAS27042015VA","BASS",0.53,2.32,"VONITSA","",2015,"April","27/04/15","30/06/15",4.36,20,22.24,-10.07,22.18,24.51,"GR IR. POW. 2","POWER","IRIDA",2359,2675.006803,11.81,121900,531.484,115819,2316.38,0,0,0,1784.896,2037.38142,1.321645631,1.157858797,6080,3169,-91.86,3.04,2.85,2.38,1231.5,1.641,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,0,19.2,0,0,0,0,1,6080,4.987694832,1.321642669,1257,"A 1-300","A 1-300",NA,NA
"338",631437602400000,"GREECE","PETALAS","PEA01","BAS27042015VA","BASS",2.32,6.58,"VONITSA","",2015,"April","30/06/15","14/08/15",20,57.94,55.51,4.38,59.75,45.38,"GR IR. POW. 2","POWER","IRIDA",4902.5,3463.308338,-41.56,115819,2316.38,113567,6580.07198,0,0,0,4263.69198,4469.24825,1.149825087,1.096940632,1875,1704,-10.04,2.67,2.62,2.36,2715,1.62,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,1,25.27,0,0,0,0,2,7655,6.27973749,1.188127753,1167,"A 1-300","A 1-300",NA,NA
"339",641437429600001,"GREECE","PETALAS","AKZ04","BAS27062015VML  V","BASS",0.5,2.45,"VONITSA","",2015,"June","27/06/15","13/08/15",4.15,20.71,20.27,2.17,20.74,18.81,"GR IR. POW.1,5","POWER","IRIDA",2102.5,1898.5528,-10.74,120500,500.075,118090,2445.6439,0,0,0,1945.5689,1949.1116,1.080660777,1.078696571,1810,2391,24.3,3.65,3.65,3.42,1156.5,1.97,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,0,24.81,0,0,0,0,1,1810,1.502074689,1.080658,1195,"A 1-300","A 1-300",NA,NA
"340",651437429600000,"GREECE","PETALAS","AKK04","BAS27062015VML A","BASS",0.51,2.47,"VONITSA","",2015,"June","27/06/15","13/08/15",4.15,20.44,20.14,1.49,20.61,18.81,"GR IR. POW.1,5","POWER","IRIDA",2132,1941.140613,-9.83,122400,507.96,120800,2469.152,0,0,0,1961.192,1981.728,1.087093971,1.075828772,1600,2439,34.4,3.66,3.64,3.39,1283,1.97,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,0,24.81,0,0,0,0,1,1600,1.307189542,1.087093971,1195,"A 1-300","A 1-300",NA,NA
"341",661383042600000,"GREECE","PETALAS","PEA04","BAS27082013VMLEN","BASS",1.23,6.46,"VONITSA","57-100%24,7",2013,"August","27/08/13","31/12/13",11.67,67.43,78.79,-14.42,78.15,98.81,"GR IR. SMART 3","SMART","IRIDA",9059.5,12140.90302,25.38,105300,1228.851,95875,6464.85125,0,0,0,5236.00025,6263.78025,1.73023292,1.446331071,9425,3949,-138.67,2.28,2.08,1.39,5480.5,1.256,"","GR BASS SMOOTHLY","PEA04\BAS27082013VMLEN","Unchecked",NA,0,14,21.78,0,0,0,0,1,9425,8.950617284,1.730232589,2754,"A 1-300","A 1-300",NA,NA
"342",6.61392849e+14,"GREECE","PETALAS","PEA04","BAS27082013VMLEN","BASS",6.46,9.37,"VONITSA","57-100%24,7",2013,"August","31/12/13","11/04/14",67.43,92.7,92.68,0.02,89.64,108.63,"GR IR. PLUS 4,5 V","PLUS","IRIDA",4550,7483.67381,39.2,95875,6464.85125,101060,9368.262,0,0,0,2903.41075,2594.16715,1.567122392,1.753934784,2615,2858,8.5,0.58,0.59,0.32,2000,1.121,"","GR BASS SMOOTHLY","PEA04\BAS27082013VMLEN","Unchecked",NA,0,36,16.4,0,0,0,0,2,12040,11.4339981,1.672049529,1668,"A 1-300","A 1-300",NA,NA
"343",661401228000001,"GREECE","PETALAS","PEG09","BAS27082013VMLEN","BASS",3.46,5.07,"VONITSA","57-100%24,7",2013,"August","23/04/14","01/07/14",95.94,142.23,144.11,-1.3,126.9,154.99,"GR IR. PLUS 4,5 V","PLUS","IRIDA",8237.5,10209.97996,19.32,100860,9676.5084,99775,14190.99825,0,0,0,4514.48985,2984.9391,1.824680146,2.759687794,1185,2085,43.17,1.01,1.08,0.57,8237.5,1.12,"","GR BASS SMOOTHLY","PEA04\BAS27082013VMLEN","Unchecked",NA,0,20,18.72,0,0,1,0,1,13325,12.65432099,1.715340665,1305,"A 1-300","A 1-300",NA,NA
"344",661405504800019,"GREECE","PETALAS","PEG09","BAS27082013VMLEN","BASS",5.07,6.34,"VONITSA","57-100%24,7",2013,"August","01/07/14","31/07/14",142.23,178.71,179.04,-0.18,178.71,181.08,"GR IR. PLUS 4,5 V","PLUS","IRIDA",6350,6706.49287,5.32,99775,14190.99825,99300,17745.903,0,0,0,3554.90475,3554.90475,1.786264456,1.786264456,530,899,41.05,1.33,1.33,0.76,6087.5,1.12,"","GR BASS SMOOTHLY","PEA04\BAS27082013VMLEN","Unchecked",NA,0,7,22.85,0,0,0,0,2,13800,13.10541311,1.730605333,708,"A 1-300","A 1-300",NA,NA
"345",661414751400006,"GREECE","PETALAS","PEG09","BAS27082013VMLEN","BASS",6.34,12.42,"VONITSA","57-100%24,7",2013,"August","31/07/14","31/01/15",178.71,393,368.85,6.55,394.18,409.58,"GR IR. PLUS 6 V","PLUS","IRIDA",36387.5,45463.24748,19.96,99300,17745.903,88507,34783.251,442.0899,0,0,17479.4379,17583.87616,2.081731701,2.069367395,4578,3474,-31.78,0.78,0.76,0.43,25962.5,1.12,"","GR BASS SMOOTHLY","PEA04\BAS27082013VMLEN","Unchecked",NA,0,51,21.01,0,0,0,1,2,18378,17.45299145,1.902681102,3901,"A 1-300","C 365-600",NA,NA
"346",661423911600006,"GREECE","PETALAS","PEG09","BAS27082013VMLEN","BASS",12.42,12.05,"VONITSA","57-100%24,7",2013,"August","31/01/15","28/02/15",393,390,395.9,-1.49,393.07,399.41,"GR IR. PLUS 6 V","PLUS","IRIDA",3050,3727.628613,18.18,88507,34783.251,86547,33753.33,0,0,0,-1029.921,-764.22171,-2.961392184,-3.990988427,1960,464,-322.41,0.32,0.32,-0.03,2037.5,1.12,"","GR BASS SMOOTHLY","PEA04\BAS27082013VMLEN","Unchecked",NA,0,8,15.34,0,0,0,0,2,20338,19.31433998,2.054641397,449,"C 365-600","C 365-600",NA,NA
"347",661426458600004,"GREECE","PETALAS","PEG09","BAS27082013VMLEN","BASS",12.05,11.63,"VONITSA","57-100%24,7",2013,"August","28/02/15","31/03/15",390,380,386.01,-1.56,385.55,385.93,"GR IR. PLUS 6 V","PLUS","IRIDA",3562.5,3541.516115,-0.59,86547,33753.33,85682,32559.16,0,0,0,-1194.17,-718.6349,-2.983243592,-4.957315599,865,512,-68.95,0.35,0.34,-0.08,3562.5,1.093,"","GR BASS SMOOTHLY","PEA04\BAS27082013VMLEN","Unchecked",NA,0,5,14.77,0,0,0,0,2,21203,20.13580247,2.240056703,479,"C 365-600","C 365-600",NA,NA
"348",671414060200000,"GREECE","PETALAS","AKS05","BAS27082014VMSA","BASS",0.52,4.86,"VONITSA","0-9%21,3",2014,"August","27/08/14","19/12/14",5.4,52.47,58.15,-9.77,60.35,72.23,"GR IR. POW. 2","POWER","IRIDA",6316.5,8205.914162,23.03,95700,516.78,92695,4863.70665,0,0,0,4346.92665,5077.36325,1.453095603,1.244051231,3005,3700,18.78,2.86,2.6,1.99,2943,1.611,"","GR BASS SMOOTHLY","","Unchecked",NA,0,10,22.23,0,0,0,0,1,2935,3.066875653,1.451868858,2570,"A 1-300","A 1-300",NA,NA
"349",671423738800000,"GREECE","PETALAS","AKS04","BAS27082014VMSA","BASS",4,3.31,"VONITSA","0-9%21,3",2014,"August","09/01/15","18/03/15",68.95,79.68,79.59,0.11,76.79,85.48,"GR IR. SMART 3","SMART","IRIDA",2950,4264.156519,30.82,58070,4003.9265,116466,9280.01088,0,0,3982.82834,1293.25604,956.6693,2.281064158,3.083615205,1300,2329,44.18,2.82,3.64,0.21,2950,1.201,"BIG","GR BASS SMOOTHLY","","Unchecked",NA,0,24,15.33,0,0,5,0,1,5409.94,5.094187007,1.200085961,1066,"A 1-300","A 1-300",NA,NA
"350",671429696800000,"GREECE","PETALAS","DIX08","BAS27082014VMSA","BASS",2.28,2.28,"VONITSA","0-9%21,3",2014,"August","22/04/15","22/04/15",61.07,61.07,61.07,0,61.07,61.39,"","","",0,64.21234952,100,104342,6372.16594,104342,6372.16594,0,0,0,0,0,0,0,0,31,100,0,0,0,NA,0,"SMALL","GR BASS SMOOTHLY","","Unchecked",NA,0,1,16.1,0,0,1,0,1,6815.03,7.047479118,1.803184654,16,"A 1-300","A 1-300",NA,NA
"351",671431901800000,"GREECE","PETALAS","AKS04","BAS27082014VMSA","BASS",3.31,6.5,"VONITSA","0-9%21,3",2014,"August","18/03/15","17/07/15",79.68,159.04,149.21,6.59,154.19,166.56,"GR IR. PLUS 4,5 V","PLUS","IRIDA",14187.5,17651.91499,19.63,116466,9280.01088,114471,18205.46784,0,0,0,8925.45696,8370.27261,1.589554469,1.69498661,1995,4148,51.9,0.89,0.9,0.57,12100,1.139,"BIG","GR BASS SMOOTHLY","","Unchecked",NA,0,15,18.36,0,0,0,0,2,7404.94,6.972748151,1.396393743,2254,"A 1-300","A 1-300",NA,NA
"352",671433152800000,"GREECE","PETALAS","DIX08","BAS27082014VMSA","BASS",2.28,4.79,"VONITSA","0-9%21,3",2014,"August","22/04/15","11/07/15",61.07,130.26,115.48,12.8,119.7,123.49,"GR IR. PLUS 4,5 V","PLUS","IRIDA",8907.5,10329.06112,13.76,104342,6372.16594,102906,13404.53556,0,0,0,7032.36962,5945.68226,1.266642751,1.498145984,1435,2487,42.3,1.18,1.23,0.95,4375,1.139,"SMALL","GR BASS SMOOTHLY","","Unchecked",NA,0,7,19.3,0,0,1,0,2,8250.03,8.531424535,1.511974135,1571,"A 1-300","A 1-300",NA,NA
"353",671440064800001,"GREECE","PETALAS","DIX08","BAS27082014VMSA","BASS",4.79,8.45,"VONITSA","0-9%21,3",2014,"August","11/07/15","29/09/15",130.26,232.91,218.53,6.58,221.81,244.78,"GR IR. PLUS 4,5 V","PLUS","IRIDA",16125,21143.09774,23.73,102906,13404.53556,101580,23658.9978,0,0,0,10254.46224,9126.92424,1.572486165,1.766750723,1315,2111,37.71,1.12,1.15,0.73,9800,1.14,"SMALL","GR BASS SMOOTHLY","","Unchecked",NA,0,13,26.44,0,0,0,0,2,9565.03,9.891276955,1.531168181,2153,"A 1-300","A 1-300",NA,NA
"354",6.7144054e+14,"GREECE","PETALAS","ANP04","BAS27082014VMSA","BASS",6.72,9.45,"VONITSA","0-9%21,3",2014,"August","22/07/15","29/09/15",164.56,237.52,244.6,-2.89,246.12,267.03,"GR IR. PLUS 4,5 V","PLUS","IRIDA",16787.5,21672.3766,22.54,114421,18829.11976,111436,26468.27872,0,0,0,7639.15896,8597.50856,2.197558669,1.952600557,2685,1795,-49.58,1.08,1.06,0.53,9912.5,1.14,"BIG","GR BASS SMOOTHLY","","Unchecked",NA,0,12,26.66,0,0,1,0,1,10139.94,9.548118944,1.637466544,1876,"A 1-300","A 1-300",NA,NA
"355",681414060200001,"GREECE","PETALAS","AKZ05B","BAS27082014VMSB","BASS",0.43,5.43,"VONITSA","10-29%20",2014,"August","27/08/14","19/12/14",4,51.92,52.85,-1.76,54.67,65.9,"GR IR. POW. 2","POWER","IRIDA",6499,8424.954195,22.86,107200,428.8,104615,5431.6108,0,0,0,5002.8108,5290.50205,1.299069715,1.228427839,2585,4305,39.95,2.89,2.79,2.25,3170.5,1.611,"","GR BASS SMOOTHLY","","Unchecked",NA,0,9,22.23,0,0,0,0,1,2525,2.355410448,1.298261301,2570,"A 1-300","A 1-300",NA,NA
"356",6.91416438e+14,"GREECE","PETALAS","PEZV13","BAS27102014DS","BASS",0.34,1.23,"VONITSA","",2014,"October","27/10/14","13/12/14",4.34,17.23,16.69,3.24,16.69,18.52,"GR IR. POW.1,5","POWER","IRIDA",1040,1203.956951,13.62,78000,338.52,71180,1226.4314,0,0,0,887.9114,849.4742,1.171288036,1.224286741,1820,1431,-27.18,3.21,3.27,2.93,719.5,1.93,"","GR BASS SMOOTHLY","","Unchecked",NA,0,3,20.51,0,0,0,0,1,1720,2.205128205,1.169019543,990,"A 1-300","A 1-300",NA,NA
