"","Middle","Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","To","Start.Av..Wt.","End.Av.Wt.","Model.End.Av..Wt..Act..Feed","Av..Wt..Deviation....","Av..Wt..Before.Sampl.","Model.End.Av..Wt..Sugg..Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation....","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer....Kg.","Transfer....Kg..1","Biomass.Produced","Biomass.Produced.Before.Sampl.","Econ..FCR.Period","Econ.FCR.Period.Before.Sampl.","Mortality.No","Model.Mortality.No","Mortality.Deviation....","SFR.Period....","SFR.Period.....Before.Sampl.","SGR.Period....","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate..Kg...Hour.","Fastings.No","Avg..Temp.","Avg..Oxygene","Transfer....No.","Transfer....No..1","Harvest..No.","Sampling..No.","LTD.Mortality.No","LTD.Mortality..","LTD.Econ..FCR","Period.Day.Degrees","Start.Av..Weight.Category","End.Av..Weight.Category","PRODUCT.TYPE","GROUPING.PROD..BGT"
"173",291415399400000,"GREECE","PETALAS","PED11","BAS13122013VON","BASS",3.78,5.96,"VONITSA","67-100%13,5",2013,"December","29/09/14","17/12/14",113.04,183.82,177.58,3.51,182.95,205.58,"GR IR. PLUS 4,5 V","PLUS","IRIDA",10118,14731.87111,31.32,93744,10596.82176,90824,16695.26768,0,0,0,6098.44592,6019.42904,1.659111212,1.680890319,2870,2115,-35.7,0.95,0.96,0.62,9650,1.123,"","GR BASS SMOOTHLY","","Unchecked",NA,0,18,21.28,0,0,1,0,1,10655,10.83926755,1.62821347,1712,"A 1-300","A 1-300",NA,NA
"174",2.91427841e+14,"GREECE","PETALAS","PED11","BAS13122013VON","BASS",5.96,8.66,"VONITSA","67-100%13,5",2013,"December","17/12/14","14/07/15",183.82,285.1,309.18,-7.79,312.79,347,"GR IR. PLUS 4,5 V","PLUS","IRIDA",23687.5,31501.25951,24.8,90824,16695.26768,85040,24244.904,0,0,0,7549.63632,9904.39392,3.137568354,2.391615296,5515,3595,-53.41,0.56,0.53,0.21,13050,1.14,"","GR BASS SMOOTHLY","","Unchecked",NA,0,41,17.29,0,0,0,0,2,16170,16.44964395,2.123261652,3653,"A 1-300","A 1-300",NA,NA
"175",301423996200000,"GREECE","PETALAS","PEZ10","BAS13122014VMS","BASS",1.09,2.78,"VONITSA","",2014,"December","13/12/14","20/04/15",15.43,33.36,33.62,-0.77,31.77,47.89,"GR IR. POW. 2","POWER","IRIDA",2878,5186.518639,44.51,70900,1093.987,83295,2778.7212,0,0,321.468,1363.2662,1230.82715,2.1111064,2.338264963,4705,3476,-35.36,1.54,1.61,0.6,2555.5,1.606,"","GR BASS SMOOTHLY","","Unchecked",NA,0,16,15.95,0,0,1,0,1,4705,5.340522134,2.111098657,2071,"A 1-300","A 1-300",NA,NA
"176",301431122400000,"GREECE","PETALAS","PEZ10","BAS13122014VMS","BASS",2.78,3.34,"VONITSA","",2014,"December","20/04/15","27/05/15",33.36,40.8,43.12,-5.38,44.28,52.58,"GR IR. SMART 3","SMART","IRIDA",1168.5,2307.736013,49.37,83295,2778.7212,81770,3336.216,0,0,0,557.4948,842.0544,2.095983676,1.387677566,1545,912,-69.41,1.04,0.99,0.54,698.5,1.246,"","GR BASS SMOOTHLY","","Unchecked",NA,0,4,17.78,0,0,0,0,2,6200,7.037457435,2.106711593,681,"A 1-300","A 1-300",NA,NA
"177",301433282400000,"GREECE","PETALAS","PEZ10","BAS13122014VMS","BASS",3.34,4.05,"VONITSA","",2014,"December","27/05/15","09/06/15",40.8,47.26,46.37,1.92,46.71,49.91,"GR IR. SMART 3","SMART","IRIDA",619.5,1012.01087,38.79,81770,3336.216,85720,4051.1272,0,0,0,714.9112,667.7652,0.866541187,0.927721301,700,337,-107.72,1.29,1.3,1.13,508.5,1.252,"","GR BASS SMOOTHLY","","Unchecked",NA,0,4,19.56,0,0,0,0,2,6730,7.639046538,1.76715435,276,"A 1-300","A 1-300",NA,NA
"178",301437256800000,"GREECE","PETALAS","PEZ10","BAS13122014VMS","BASS",4.05,9.59,"VONITSA","",2014,"December","09/06/15","27/08/15",47.26,115.4,105.53,9.35,110.92,119.33,"GR IR. SMART 3","SMART","IRIDA",7401.5,9352.491835,20.86,85720,4051.1272,83070,9586.278,0,0,0,5535.1508,5162.9972,1.337181274,1.433566534,2590,1999,-29.56,1.46,1.49,1.13,5101.5,1.25,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,24.23,0,0,0,0,2,9230,10.47673099,1.476900505,1948,"A 1-300","A 1-300",NA,NA
"179",301442440800000,"GREECE","PETALAS","PEG22","BAS13122014VMS","BASS",3.63,4.27,"VONITSA","",2014,"December","03/09/15","30/09/15",121.78,143.74,148.01,-2.88,146.19,157.48,"GR AGR 02  (5 mm)","OPTIMA","AGROINVEST",3637.5,4981.595943,26.98,83462,10164.00236,83141,11950.68734,0,0,0,1786.68498,1990.38043,2.035893311,1.827540075,320,685,53.28,1.22,1.21,0.61,3312.5,1.11,"","GR BASS SMOOTHLY","","Unchecked",NA,0,7,26.25,0,0,1,0,1,9765,11.08399546,1.556009562,737,"A 1-300","A 1-300",NA,NA
"180",311396823400000,"GREECE","PETALAS","AKS09","BAS14032014VMI","BASS",0.75,1.21,"VONITSA","22-43%15,1",2014,"March","14/03/14","30/04/14",6.64,10.91,10.78,1.21,10.75,14.37,"GR IR. POW.1,5","POWER","IRIDA",698.5,1295.711588,46.09,112300,745.672,110515,1205.71865,0,0,0,460.04665,442.36425,1.518324283,1.579015483,1785,2264,21.16,1.55,1.56,1.06,698.5,1.932,"","GR BASS SMOOTHLY","","Unchecked",NA,0,5,16.39,0,0,0,0,1,1785,1.589492431,1.518317682,782,"A 1-300","A 1-300",NA,NA
"181",311401530400004,"GREECE","PETALAS","AKS09","BAS14032014VMI","BASS",1.21,2.6,"VONITSA","22-43%15,1",2014,"March","30/04/14","01/07/14",10.91,24.11,24.68,-2.31,20.6,37.07,"GR IR. POW. 2","POWER","IRIDA",1900.5,3685.468434,48.43,110515,1205.71865,107790,2598.8169,0,0,0,1393.09825,1014.75535,1.364225388,1.872865218,2225,2366,5.96,1.69,1.84,1.28,1532.5,1.604,"","GR BASS SMOOTHLY","","Unchecked",NA,0,3,18.95,0,0,0,0,2,4010,3.57079252,1.359579211,1189,"A 1-300","A 1-300",NA,NA
"182",311405504800005,"GREECE","PETALAS","AKS09","BAS14032014VMI","BASS",2.6,4.36,"VONITSA","22-43%15,1",2014,"March","01/07/14","31/07/14",24.11,40.62,40.6,0.05,40.63,45.01,"GR IR. POW. 2","POWER","IRIDA",2273,2896.988213,21.54,107790,2598.8169,107215,4355.0733,0,0,0,1756.2564,1757.32855,1.294230159,1.293440546,575,1052,45.34,2.23,2.23,1.74,1998,1.607,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,22.85,0,0,0,0,2,4585,4.082813891,1.327781797,708,"A 1-300","A 1-300",NA,NA
"183",311407319200000,"GREECE","PETALAS","AKS09","BAS14032014VMI","BASS",4.36,5.14,"VONITSA","22-43%15,1",2014,"March","31/07/14","12/08/14",40.62,43.94,45.72,-3.89,45.1,50.19,"GR IR. SMART 3","SMART","IRIDA",723,1366.458081,47.09,107215,4355.0733,117035,5142.5179,0,0,0,787.4446,923.2052,0.91815983,0.783141169,990,414,-139.13,1.27,1.25,0.65,548,1.223,"","GR BASS SMOOTHLY","","Unchecked",NA,0,3,21.99,0,0,0,0,2,5575,4.964381122,1.231677812,284,"A 1-300","A 1-300",NA,NA
"184",311409133600000,"GREECE","PETALAS","AKS09","BAS14032014VMI","BASS",5.14,7.22,"VONITSA","22-43%15,1",2014,"March","12/08/14","11/09/14",43.94,60.04,61.94,-3.07,61.88,68.87,"GR IR. SMART 3","SMART","IRIDA",2845.5,3991.079525,28.7,117035,5142.5179,120244,7219.44976,0,0,0,2076.93186,2298.18082,1.370049762,1.238153228,1075,1076,0.09,1.55,1.52,1.04,2745.5,1.229,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,23.6,0,0,0,0,2,6550,5.832591273,1.270973111,735,"A 1-300","A 1-300",NA,NA
"185",311417993200000,"GREECE","PETALAS","DIX10","BAS14032014VMI","BASS",4.77,6.14,"VONITSA","22-43%15,1",2014,"March","15/11/14","30/12/14",114.56,149.27,142.84,4.5,144.08,160.88,"GR IR. PLUS 4,5 V","PLUS","IRIDA",5537.5,9187.315003,39.73,116609,13358.72704,115089,17179.33503,0,0,0,3820.60799,3223.29608,1.449376648,1.717961944,1570,1564,-0.38,0.81,0.83,0.59,4787.5,1.123,"","GR BASS SMOOTHLY","","Unchecked",NA,0,14,19.61,0,0,1,0,1,11640,10.3650935,1.299855391,903,"A 1-300","A 1-300",NA,NA
