Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Proteins_Avg;Lipids_Avg;Vitamin_Mineral_Premix;Digestible_Energy;Period Feed Qty;Model Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;PRODUCT TYPE;GROUPING PROD. BGT
GREECE;PETALAS;AKS01;L5/7/12-HEL;BASS;4.67;5.23;HELENIC;;2012;July;30/04/13;31/05/13;200;226;224.01;0.89;223.43;231.52;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2987.5;3920.207828;23.79;65409;13081.8;64744;14632.144;0;0;0;1550.344;1383.95192;1.926991687;2.158673258;665;384;-73.18;0.7;0.7;0.39;2987.5;1.185;;GR BASS SMOOTHLY;AKS01\L5/7/12-HEL;Unchecked;;0;9;17.97;0;0;0;0;2;12905;18.15125814;1.688179349;430;C 365-600;C 365-600;;
GREECE;PETALAS;AKS02;L6/7/12-VER;BASS;6.57;7.44;VONITSA;;2012;July;30/04/13;31/05/13;212;242;238.57;1.44;237.97;244.71;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4437.5;5463.685966;18.78;86745;18389.94;86100;20836.2;0;0;0;2446.26;2099.277;1.813993607;2.113822997;645;512;-25.98;0.73;0.74;0.43;4387.5;1.185;;GR BASS SMOOTHLY;AKS02\L6/7/12-VER;Unchecked;;0;9;17.97;0;0;0;0;2;2615;2.947641323;1.767135765;430;A 1-300;A 1-300;;
GREECE;PETALAS;PE_13;L8/11/12A-NHR;BASS;2.98;4.29;NIREUS;;2012;November;30/04/13;31/05/13;31;45;44.79;0.47;44.58;48.96;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1803;2359.072835;23.57;96080;2978.48;95230;4285.35;0;0;0;1306.87;1266.8734;1.379632251;1.423188773;850;896;5.13;1.62;1.63;1.2;1363;1.702;;GR BASS SMOOTHLY;PE_13\L8/11/12A-NHR;Unchecked;;0;3;17.97;0;0;0;0;2;5630;5.581994844;1.778274958;552;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;L8/11/12B-NHR;BASS;2.74;4;NIREUS;;2012;November;30/04/13;31/05/13;27;40;39.65;0.88;39.63;43.74;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1723;2289.148377;24.73;101325;2735.775;100015;4000.6;0;0;0;1264.825;1227.81945;1.362243789;1.403300787;1310;1002;-30.74;1.67;1.68;1.27;1383;1.702;;GR BASS SMOOTHLY;PE_14\L8/11/12B-NHR;Unchecked;;0;3;17.97;0;0;0;0;2;7065;6.597870751;1.685638637;1837;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;L25/6/12B;BASS;2.73;3.25;VONITSA;;2012;June;01/05/13;31/05/13;136;163;160.6;1.49;161.26;165.01;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2462.5;2906.4788;15.28;56266;7652.176;55766;9089.858;0;0;0;1437.682;1340.64916;1.71282662;1.836796735;550;496;-10.89;0.98;0.99;0.6;2462.5;1.185;;GR BASS SMOOTHLY;PE_14\L25/6/12B;Unchecked;;0;8;17.96;0;0;1;0;1;2965;5.048441198;2.333094376;237;A 1-300;A 1-300;;
GREECE;PETALAS;AKS09;BAS22052013NIRx;BASS;0.21;0.31;NIREUS;;2013;May;22/05/13;31/05/13;2.05;3;3.08;-2.6;3.1;2.97;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;113.5;101.7657286;-11.53;103000;211.15;102640;307.92;0;0;0;96.77;107.034;1.172884158;1.060410711;360;735;51.02;4.92;4.83;4.23;113.5;2.018;;GR BASS SMOOTHLY;AKS09\BAS22052013NIRx;Unchecked;;0;2;19.11;0;0;0;0;1;360;0.349514563;1.172884158;505;A 1-300;A 1-300;;
GREECE;PETALAS;AKK01;BAS01032013NIR;BASS;1.81;2.71;NIREUS;;2013;March;31/05/13;25/06/13;17;25.5;28.26;-9.77;27.94;29.61;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1512.5;1695.045155;10.77;106735;1814.495;106225;2708.7375;0;0;0;894.2425;1153.4315;1.691375662;1.311304572;510;988;48.38;2.71;2.58;1.62;1462.5;1.701;;GR BASS SMOOTHLY;AKK01\BAS01032013NIR;Unchecked;;0;1;11.93;0;0;0;0;2;3775;3.431818182;1.47345212;430;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ02;BAS02032013NIR;BASS;1.82;2.95;NIREUS;;2013;March;31/05/13;25/06/13;17;27.77;28.05;-1;27.75;29.61;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1487.5;1698.7017;12.43;106990;1818.83;106400;2954.728;0;0;0;1135.898;1133.77;1.309536596;1.311994496;590;988;40.28;2.54;2.54;1.96;1437.5;1.701;;GR BASS SMOOTHLY;AKZ02\BAS02032013NIR;Unchecked;;0;1;11.93;0;0;0;0;2;3400;3.090909091;1.301305041;505;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;BAS09042013NIR_;BASS;1.06;2.1;NIREUS;;2013;April;31/05/13;30/06/13;10;20;20.37;-1.82;20.27;22.19;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1326.5;1570.420996;15.53;106105;1061.05;105245;2104.9;0;0;0;1043.85;1072.26615;1.270776453;1.237099576;950;1167;18.59;2.9;2.88;2.31;735;1.701;;GR BASS SMOOTHLY;PE_03\BAS09042013NIR_;Unchecked;;0;2;13.26;0;0;0;0;2;4755;4.322727273;1.222752413;1138;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS09042013NIR_;BASS;1.06;2.21;NIREUS;;2013;April;31/05/13;30/06/13;10;21;20.34;3.24;20.32;22.19;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1321;1567.969645;15.75;105925;1059.25;105215;2209.515;0;0;0;1150.265;1078.7188;1.148431014;1.224600888;795;1158;31.35;2.81;2.87;2.47;720;1.701;;GR BASS SMOOTHLY;PE_06\BAS09042013NIR_;Unchecked;;0;2;13.26;0;0;0;0;2;4785;4.35;1.16147505;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;BAS11042013NIR;BASS;1.15;2.24;NIREUS;;2013;April;31/05/13;30/06/13;10;19.6;19.05;2.89;19.01;22.19;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1256;1708.237699;26.47;115405;1154.05;114415;2242.534;0;0;0;1088.484;1020.97915;1.15389845;1.230191625;1085;1271;14.63;2.56;2.6;2.24;770.5;1.701;;GR BASS SMOOTHLY;PE_14\BAS11042013NIR;Unchecked;;0;2;13.26;0;0;0;0;2;4585;3.852941176;1.144354757;3901;A 1-300;C 365-600;;
GREECE;PETALAS;AKS09;BAS22052013NIRx;BASS;0.31;1.02;NIREUS;;2013;May;31/05/13;30/06/13;3;10;10.13;-1.28;10.1;8.92;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;812;667.5114901;-21.65;102640;307.92;101595;1015.95;0;0;0;708.03;718.1895;1.14684406;1.130620818;1045;1508;30.7;4.56;4.54;4.01;812;2.022;;GR BASS SMOOTHLY;AKS09\BAS22052013NIRx;Unchecked;;0;0;13.26;0;0;0;0;2;1405;1.36407767;1.131336978;505;A 1-300;A 1-300;;
GREECE;PETALAS;PE_05;BAS29042013NIR;BASS;0.61;1.37;NIREUS;;2013;April;31/05/13;30/06/13;6;14;13.66;2.49;13.6;15.1;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;880.5;1052.672836;16.36;101300;607.8;97605;1366.47;0;0;0;758.67;719.628;1.160583653;1.223548834;3955;1300;-204.23;3.13;3.19;2.82;770.5;2.022;;GR BASS SMOOTHLY;PE_05\BAS29042013NIR;Unchecked;;0;2;13.26;0;0;0;0;2;12395;11.26818182;1.16479919;108;A 1-300;A 1-300;;
GREECE;PETALAS;PE_05;L1/12/12A-NHR;BASS;3.71;5.64;NIREUS;;2012;December;31/05/13;30/06/13;34;52;51.84;0.31;51.69;54.69;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;2588.5;3015.721555;14.17;109155;3711.27;108530;5643.56;0;0;0;1932.29;1898.6457;1.339602234;1.363340196;625;992;37;1.87;1.88;1.42;1779.5;1.293;;GR BASS SMOOTHLY;PE_05\L1/12/12A-NHR;Unchecked;;0;3;13.26;0;0;0;0;2;14760;11.97177387;1.507484141;1492;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;L1/12/12B-NHR;BASS;1.94;3.17;NIREUS;;2012;December;31/05/13;30/06/13;28;46;45.72;0.61;45.51;47.19;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1607;1746.489633;7.99;69425;1943.9;68830;3166.18;0;0;0;1222.28;1188.5533;1.31475603;1.352063891;595;636;6.45;2.14;2.15;1.65;1307;1.701;;GR BASS SMOOTHLY;PE_15\L1/12/12B-NHR;Unchecked;;0;3;13.26;0;0;0;0;2;8790;11.32440093;1.471189131;449;C 365-600;C 365-600;;
GREECE;PETALAS;PE_08;L10/4/12A-NHR;BASS;6.72;7.73;NIREUS;;2012;April;31/05/13;30/06/13;237;275;275.1;-0.04;275.29;276.6;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5750;5994.454469;4.08;79423;18823.251;78738;21652.95;0;0;0;2829.699;2852.53302;2.032018246;2.015752301;745;465;-60.22;0.95;0.95;0.5;5750;1.185;;GR BASS SMOOTHLY;PE_08\L10/4/12A-NHR;Unchecked;;0;9;13.26;0;0;0;0;2;3145;3.840846085;2.31533749;209;A 1-300;A 1-300;;
GREECE;PETALAS;PE_04;L10/4/12B-NHR;BASS;6.91;8.12;NIREUS;;2012;April;31/05/13;30/06/13;220;260;259.95;0.02;260.21;259.36;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6600;6517.393324;-1.27;87909;19339.98;87439;22734.14;0;0;0;3394.16;3412.52219;1.944516464;1.934053358;515;496;-3.83;1.05;1.05;0.56;6600;1.185;;GR BASS SMOOTHLY;PE_04\L10/4/12B-NHR;Unchecked;;0;9;13.26;0;0;0;0;2;3180;3.50919785;2.284707995;349;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;L10/5/12-NHR;BASS;7.75;9.1;NIREUS;;2012;May;31/05/13;30/06/13;216;255;254.95;0.02;255.2;255.55;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7325;7453.192154;1.72;100438;21694.608;99948;25486.74;0;0;0;3792.132;3812.1216;1.931631072;1.921502189;540;589;8.32;1.04;1.04;0.55;7325;1.185;;GR BASS SMOOTHLY;PE_03\L10/5/12-NHR;Unchecked;;0;9;13.26;0;0;0;0;2;2860;2.781884678;2.219843346;2140;C 365-600;C 365-600;;
GREECE;PETALAS;PE_03;L12/6/12A-NHR;BASS;5.62;6.67;NIREUS;;2012;June;31/05/13;30/06/13;197;235;232.49;1.08;232.72;236.63;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5212.5;5843.608251;10.8;79864;15733.208;79429;18665.815;0;0;0;2932.607;2751.50888;1.777428752;1.894415111;435;489;11.04;1.01;1.02;0.59;5212.5;1.185;;GR BASS SMOOTHLY;PE_03\L12/6/12A-NHR;Unchecked;;0;10;13.26;0;0;0;0;2;3455;4.168476425;2.170236594;7864;A 1-300;B 300-365;;
GREECE;PETALAS;PE_12;L12/6/12B-NHR;BASS;5.69;6.59;NIREUS;;2012;June;31/05/13;30/06/13;209;244;243.8;0.08;244.05;248.62;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4925;5628.032889;12.49;76179;15921.411;75650;18458.6;0;0;0;2537.189;2540.9715;1.941124607;1.938235041;529;434;-21.89;0.96;0.96;0.52;4925;1.185;;GR BASS SMOOTHLY;PE_12\L12/6/12B-NHR;Unchecked;;0;10;13.26;0;0;0;0;2;8604;10.21197807;2.473523578;2010;A 1-300;A 1-300;;
GREECE;PETALAS;PE_07;L16/6/12A-HEL;BASS;4.92;5.82;HELENIC;;2012;June;31/05/13;30/06/13;188;224;220.98;1.37;221.23;227.51;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4400;5298.376116;16.96;73224;13766.112;72804;16308.096;0;0;0;2541.984;2340.31692;1.73093143;1.880087249;420;499;15.83;0.98;0.98;0.58;4400;1.185;;GR BASS SMOOTHLY;PE_07\L16/6/12A-HEL;Unchecked;;0;10;13.26;0;0;0;0;2;3925;5.11540617;2.093621173;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_04;L16/6/12B-HEL;BASS;4.03;4.78;HELENIC;;2012;June;31/05/13;30/06/13;165;197;196.62;0.19;196.85;202.94;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3850;4639.375193;17.01;68405;11286.825;67955;13387.135;0;0;0;2100.31;2090.11675;1.833062738;1.842002367;450;606;25.74;1.04;1.04;0.59;3850;1.185;;GR BASS SMOOTHLY;PE_04\L16/6/12B-HEL;Unchecked;;0;10;13.26;0;0;0;0;2;5650;6.830435939;2.556626301;1762;A 1-300;A 1-300;;
GREECE;PETALAS;PE_17;L17/8/12A-NHR;BASS;10.89;4.68;NIREUS;;2012;August;31/05/13;30/06/13;137;166;165.76;0.14;165.9;171.75;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3937.5;4781.628689;17.65;79504;10892.048;79024;13117.984;0;0;0;2225.936;2218.0336;1.768918783;1.775221079;540;713;24.26;1.1;1.1;0.64;3937.5;1.185;;GR BASS SMOOTHLY;PE_17\L17/8/12A-NHR;Unchecked;;0;10;13.26;0;0;0;0;2;4550;6.060202451;1.865899355;1219;A 1-300;A 1-300;;
GREECE;PETALAS;PE_08;L19/5/12B-HEL;BASS;5.54;6.48;HELENIC;;2012;May;31/05/13;30/06/13;204;240;238.49;0.63;238.65;243.68;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4850;5602.652829;13.43;76063;15516.852;75573;18137.52;0;0;0;2620.668;2518.64445;1.850673187;1.925639008;540;434;-24.42;0.96;0.97;0.54;4850;1.185;;GR BASS SMOOTHLY;;Unchecked;;0;9;13.26;0;0;0;0;2;3025;3.84869844;2.182954299;1441;A 1-300;A 1-300;;
GREECE;PETALAS;PE_10;L21/5/12-HEL;BASS;14.29;16.76;HELENIC;;2012;May;31/05/13;30/06/13;193;228;225.83;0.96;226.04;232.59;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4450;5387.196723;17.4;74040;14289.72;73505;16759.14;0;0;0;2469.42;2325.3502;1.802042585;1.913690248;585;482;-21.37;0.96;0.96;0.56;4450;1.185;;GR BASS SMOOTHLY;;Unchecked;;0;10;13.26;0;0;0;0;2;2815;3.688417191;2.160173272;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;L23/11/12-NHR;BASS;3.3;5.18;NIREUS;;2012;November;31/05/13;30/06/13;33;52;51.49;0.99;51.34;53.48;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;2455;2728.774602;10.03;100100;3303.3;99520;5175.04;0;0;0;1871.74;1806.0568;1.311613793;1.359314945;580;906;35.98;1.96;1.98;1.52;1800;1.293;;GR BASS SMOOTHLY;PE_16\L23/11/12-NHR;Unchecked;;0;3;13.26;0;0;0;0;2;7200;6.746626687;1.480802683;938;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;L25/6/12A;BASS;9.76;11.49;VONITSA;;2012;June;31/05/13;30/06/13;177;210;209.21;0.38;209.39;216.12;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3200;3904.121266;18.04;55169;9764.913;54719;11490.99;0;0;0;1726.077;1692.69841;1.853914976;1.890472621;450;430;-4.65;1.01;1.01;0.57;3200;1.185;;GR BASS SMOOTHLY;PE_06\L25/6/12A;Unchecked;;0;10;13.26;0;0;0;0;2;6175;10.14057214;2.304048908;1291;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;L25/6/12B;BASS;3.25;3.89;VONITSA;;2012;June;31/05/13;30/06/13;163;197;196.58;0.21;196.8;200.71;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3325;3746.218275;11.24;55766;9089.858;55276;10889.372;0;0;0;1799.514;1788.4588;1.847721107;1.859142632;540;496;-8.87;1.11;1.11;0.63;3325;1.185;;GR BASS SMOOTHLY;PE_14\L25/6/12B;Unchecked;;0;9;13.26;0;0;0;0;2;3455;5.882753571;2.158973836;1943;A 1-300;A 1-300;;
GREECE;PETALAS;PE_02;L29/3/12-HEL;BASS;6.39;7.47;HELENIC;;2012;March;31/05/13;30/06/13;221;260;259.45;0.21;259.74;260.44;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5850;6015.264377;2.75;80966;17893.486;80471;20922.46;0;0;0;3028.974;3008.05154;1.93134705;1.944780507;545;465;-17.2;1.01;1.01;0.54;5850;1.185;BIG;GR BASS SMOOTHLY;PE_02\L29/3/12-HEL;Unchecked;;0;9;13.26;0;0;0;0;2;2835;3.403116222;2.022806631;1189;A 1-300;A 1-300;;
GREECE;PETALAS;PE_12;L29/3/12-HEL;BASS;6.72;7.91;HELENIC;;2012;March;31/05/13;30/06/13;217;257;256.18;0.32;256.47;256.44;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6362.5;6418.953301;0.88;86678;18809.126;86168;22145.176;0;0;0;3336.05;3290.38096;1.907195636;1.933666672;575;496;-15.93;1.04;1.04;0.56;6362.5;1.185;BIG;GR BASS SMOOTHLY;PE_12\L29/3/12-HEL;Unchecked;;0;9;13.26;0;0;0;0;2;2745;3.083819564;2.052801997;44;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;L29/3/12-HEL;BASS;6.39;7.5;HELENIC;;2012;March;31/05/13;30/06/13;220;260;258.96;0.4;259.15;259.36;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5950;6023.652353;1.22;81268;17878.96;80808;21010.08;0;0;0;3131.12;3062.4332;1.900278495;1.942899522;505;465;-8.6;1.02;1.02;0.56;5950;1.185;BIG;GR BASS SMOOTHLY;PE_15\L29/3/12-HEL;Unchecked;;0;9;13.26;0;0;0;0;2;2675;3.166317859;2.058434109;2131;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;L29/3/12-HEL;BASS;5.1;6.12;HELENIC;;2012;March;31/05/13;30/06/13;174;210;207.9;1.01;208.08;212.84;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5000;5751.89167;13.07;82072;14280.528;81592;17134.32;0;0;0;2853.792;2697.13536;1.75205481;1.853818712;530;663;20.06;1.06;1.07;0.63;5000;1.185;;GR BASS SMOOTHLY;PE_16\L29/3/12-HEL;Unchecked;;0;9;13.26;0;0;0;0;2;3125;3.688752398;3.105997957;866;A 1-300;A 1-300;;
GREECE;PETALAS;AKS01;L5/7/12-HEL;BASS;5.23;6.02;HELENIC;;2012;July;31/05/13;30/06/13;226;262;265.99;-1.5;266.21;265.41;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4887.5;4823.493318;-1.33;64744;14632.144;64289;16843.718;0;0;0;2211.574;2482.23069;2.209964487;1.968995074;455;372;-22.31;1.04;1.03;0.49;4525;1.185;;GR BASS SMOOTHLY;AKS01\L5/7/12-HEL;Unchecked;;0;11;13.26;0;0;0;0;2;13360;18.79122888;1.839994906;430;C 365-600;C 365-600;;
GREECE;PETALAS;AKS02;L6/7/12-VER;BASS;7.44;8.41;VONITSA;;2012;July;31/05/13;30/06/13;242;275;275.66;-0.24;275.85;281.91;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5537.5;6590.990128;15.98;86100;20836.2;85655;23555.125;0;0;0;2718.925;2791.73175;2.036650514;1.983535847;445;496;10.28;0.83;0.83;0.43;5050;1.185;;GR BASS SMOOTHLY;AKS02\L6/7/12-VER;Unchecked;;0;11;13.26;0;0;0;0;2;3060;3.449247591;1.836832231;430;A 1-300;A 1-300;;
GREECE;PETALAS;PE_13;L8/11/12A-NHR;BASS;4.29;5.19;NIREUS;;2012;November;31/05/13;30/06/13;45;55;60.68;-9.36;60.48;67.64;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;2047.5;2987.401973;31.46;95230;4285.35;94300;5186.5;0;0;0;901.15;1417.914;2.272096765;1.444022698;930;868;-7.14;1.45;1.38;0.67;2047.5;1.293;;GR BASS SMOOTHLY;PE_13\L8/11/12A-NHR;Unchecked;;0;9;13.26;0;0;0;0;2;6560;6.504065041;1.887297587;552;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;L8/11/12B-NHR;BASS;4;5.97;NIREUS;;2012;November;31/05/13;30/06/13;40;60;60.18;-0.3;60.05;61.85;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;2734;2973.023944;8.04;100015;4000.6;99430;5965.8;0;0;0;1965.2;1970.1715;1.391207002;1.387696452;585;903;35.22;1.85;1.85;1.35;2619;1.293;;GR BASS SMOOTHLY;PE_14\L8/11/12B-NHR;Unchecked;;0;3;13.26;0;0;0;0;2;7650;7.144191259;1.547552363;3263;A 1-300;A 1-300;;
GREECE;PETALAS;PE_11;BAS19062013NIR;BASS;0.29;0.44;NIREUS;;2013;June;19/06/13;30/06/13;2.65;4;4.59;-12.85;4.62;4.33;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;222.5;193.0372393;-15.26;110000;291.5;109665;438.66;0;0;0;147.16;215.1523;1.511959772;1.034151157;335;705;52.48;5.62;5.2;3.74;222.5;2.022;;GR BASS SMOOTHLY;PE_11\BAS19062013NIR;Unchecked;;0;1;19.18;0;0;0;0;1;335;0.304545455;1.511959772;708;A 1-300;B 300-365;;
